"You have canceled the order. We kindly ask you to not complete the payment in the Payconiq app - Your order will not be processed. Place the order again if you still want to make the payment.","U heeft de bestelling geannuleerd. Indien u de QR code al heeft gescand, verzoeken wij u vriendelijk de betaling in de Payconiq app niet te voltooien - uw order zal niet verwerkt worden. Mocht u de betaling toch willen doen, plaats dan de bestelling opnieuw"
"Language","Taal"
"Dutch","Nederlands"
"English","Engels"
"There was no transaction ID found","Er is geen transactie ID gevonden"
"Digital Debit Authorization","Digitale Incassomachtiging"
"Enable Digital Debit Authorization","Digitale Incassomachtiging inschakelen"
"Type authorization","Type machtiging"
"One-Off","One-Off"
"Recurring","Recurring"
"One-Off means that the authorization can be used for an one-off direct debit. Recurring means that the authorization will be used for multiple direct debits.","One-Off betekent dat de machtiging gebruikt kan worden voor een eenmalige incasso. Recurring kiest u wanneer de machtiging gebruikt gaat worden voor meerdere incasso's."
"Authorization description","Machtiging beschrijving"
"Enter a desciption that the customer will recognize as the authorization here, e.g. your webshop or company name.","Vul hier een omschrijving in waarmee de klant de machtiging herkent, bijvoorbeeld uw webshop of bedrijfsnaam."
"You have canceled the order. We kindly ask you to not complete the payment in the Payconiq app - Your order will not be processed. Place the order again if you still want to make the payment.","U heeft de bestelling geannuleerd. Indien u de QR code al heeft gescand, verzoeken wij u vriendelijk de betaling in de Payconiq app niet te voltooien - uw order zal niet verwerkt worden. Mocht u de betaling toch willen doen, plaats dan de bestelling opnieuw"
"Identification number:","Identificatie nummer:"
"(Or click here for the French translation: <a target=\"_blank\" href=\"%s\">terms and condition</a>.)","(Of klik hier voor de Franse vertaling: <a target=\"_blank\" href=\"%s\">aanvullende voorwaarden</a>.)"
"You have canceled the order. We kindly ask you to not complete the payment in the Payconiq app - Your order will not be processed. Place the order again if you still want to make the payment.","U heeft de bestelling geannuleerd. Indien u de QR code al heeft gescand, verzoeken wij u vriendelijk de betaling in de Payconiq app niet te voltooien - uw order zal niet verwerkt worden. Mocht u de betaling toch willen doen, plaats dan de bestelling opnieuw"
"Or CVV or CVC.","Of CVV of CVC"
"A 3 or 4 digit code located to the right of signature strip on the back of your card, separate from the card number.","Een 3 of 4-cijferige code rechts van de handtekeningstrook op de achterkant van uw kaart, los van het kaartnummer."
"Year:","Jaar:"
"Month:","Maand:"
"Card:","Kaart:"
"Card number:","Kaartnummer:"
"Name on card:","Naam kaarthouder:"
"Cvc / Cvv Code:","Cvc / Cvv Code:"
"Please make sure all fields are filled in correctly before proceeding.","Zorg ervoor dat alle velden correct zijn ingevuld voordat u doorgaat."
"Orders with discount and paid with Klarna can not be partially invoiced. %1 More Information %2","Orders met korting en betaald met Klarna kunnen niet gedeeltelijk worden gefactureerd. %1 Meer Informatie %2"
"Select a card","Kies kaart"
"Select a month","Kies maand"
"Select a year","Kies jaar"
"Card:","Kaarttype:"
"Security Code:","Beveiligingscode:"
"Select a card","Kies een kaart"
"Select a month","Kies een maand"
"Select a year","Kies een jaar"
"Enable Apple Pay","Apple Pay inschakelen"
"Your payment could not be processed","Uw betaling kon niet verwerkt worden"
"Capayable Postpay","Capayable Achteraf Betalen"
"Enable In3","In3 inschakelen"
"Enable Capayable Postpay","Capayable Achteraf Betalen inschakelen"
"In3 version","In3 versie"
"The In3 version can be found in your Capayable contract.","De In3 versie is terug te vinden in uw Capayable contract."
"Product Page","Product Pagina"
"Card","Kaart"
"Error: postcode is required","Error: postcode is required",
"Delivery costs","Bezorgkosten"
"Discount","Korting"
"Shipping fee","Verzendkosten"
"Service costs","Servicekosten"
"Discount on","Korting op"
"Your paid successfully. Please finish your order","Uw betaling is succesvol verlopen. Rond uw bestelling af"
"Apply Gift Card","Pas cadeaubonnen toe"
"Pay remaining amount: %1 %2","Betaal resterende bedrag: %1 %2"
"A partial payment of %1 %2 was successfully performed on a requested amount. Remainder amount %3 %4","Een deelbetaling van %1 %2 is succesvol uitgevoerd op openstaande bedrag. Resterende bedrag %3 %4"
"Paid with","Betaald met"
"Follow the instructions on the payment terminal","Volg de instructies op de betaalterminal"
"Your order will be completed as soon as payment has been made","Uw bestelling wordt afgerond zodra de betaling is voldaan"
"The transaction has not been completed, please try again","De transactie is niet afgerond, probeer het opnieuw"
"Cancel","Annuleren"
"Credit card","Kredietkaart"
"Bancontact card","Bancontact-kaart"
"Mobile application","Mobiele applicatie"
"You have canceled the order. We kindly ask you to not complete the payment in the Bancontact app - Your order will not be processed. Place the order again if you still want to make the payment.","U heeft de bestelling geannuleerd. Indien u de QR code al heeft gescand, verzoeken wij u vriendelijk de betaling in de Bancontact app niet te voltooien - uw order zal niet verwerkt worden. Mocht u de betaling toch willen doen, plaats dan de bestelling opnieuw"
"Scan the code below within 15 minutes with the ","Scan onderstaande code binnen 15 minuten met de"
"Bancontact app","Bancontact app"
"You must be 18 or older to pay for the products below","U moet 18 jaar of ouder zijn om de onderstaande producten af te rekenen"
"Age verification","Leeftijd verificatie"
"Verify your age via iDIN","Verifiëren uw leeftijd via iDIN"
"Select your bank","Selecteer uw bank"
"Card number or pin not valid","Kaartnummer of pin ongeldig"
"Check with Buckaroo whether Client Side Encryption is enabled, otherwise transactions will fail. If in doubt, please contact us.","Controleer bij Buckaroo of Client Side Encryption is ingeschakeld, anders mislukken transacties. Bij twijfel, neem contact met ons op."
"An anti-fraud rule has blocked this transaction automatically. Please contact the webshop.","Een anti-fraude regel heeft deze transactie automatisch geblokkeerd. Gelieve contact op te nemen met de webshop."
"The refund has been initiated but it is waiting for a approval. Login to the Buckaroo Plaza to finalize the refund by approving it.","De refund is aangemaakt, maar deze wacht nog op goedkeuring. Log in op de Buckaroo Plaza om de refund definitief te maken door deze goed te keuren."
"Enabling this feature adds the option to hide this payment method after a certain number of failed attempts.","Met het inschakelen van deze functie voegt u de optie toe om deze betaalmethode te verbergen bij een bepaald aantal mislukte pogingen."
"When this number is exceeded, the payment method will be hidden. Minimum 1, maximum 10.","Wanneer dit aantal wordt overschreven word de betaalmethoden verborgen. Minimaal 1, maximaal 10. "
"This message is shown when the payment method is hidden. Maximum 280 characters.","Deze melding wordt getoond wanneer de betaalmethode is verborgen. Maximaal 280 karakters."
"Pay rejected: It is not allowed to specify another country for the invoice and delivery address for Afterpay transactions.","Pay rejected: Het is niet toegestaan om voor Afterpay transacties een ander land voor het factuur en afleveradres op te geven."
"-- Please Select Your Gender--","Selecteer uw geslacht"
"Unfortunately the transaction was unsuccessful. Please try again or choose a different payment method.","Helaas is het op dit moment voor jou niet mogelijk om gebruik te maken van deze methode, selecteer een andere betaalmethode."
"Billing Middle Name:","Factuur tussenvoegsel:"
"E-mail","E-mail:"
"Expiration:","Vervaldatum:"
"Bancontact","Bancontact"
"Invoice Handling","Facturatiemoment"
"Create Invoice on Payment","Factuur aanmaken bij een succesvolle betaling"
"Create Invoice on Shipment","Factuur aanmaken bij de verzending"
"Select the moment when the invoice should be created.","Selecteer wanneer de factuur automatisch wordt aangemaakt: bij ontvangst van betaling of bij het aanmaken van een verzending."
"Consumer Iban","Klant IBAN"
"Consumer Name","Klantnaam rekeninghouder"
"Customer Account Name","Klantnaam rekeninghouder"
"Customer Bic","Klant BIC"
"Customer Iban","Klant IBAN"
"Transfer Amount","Over te maken bedrag"
"Transfer Paymentreference","Overboekingsreferentie"
"Transfer Accountholdername","Naam van de ontvanger",
"Transfer Iban","IBAN van de ontvanger"
"Transfer Bic","BIC van de ontvanger"
"Waiting on consumer action","Wachten op de consument"
"Transaction declined by processor: BAD_VALUE: Bad value: billing_address.family_name, shipping_address.family_name","Malheureusement, nous ne pouvons pas proposer Klarna pour le moment. Veuillez choisir un autre mode de paiement pour finaliser votre achat."
"Show Issuer Selection in the Checkout","Weergeef de bankkeuze in de checkout"
"When the ""NO"" option is selected, the issuer selection for iDEAL will not be displayed in the checkout. Instead, customers will be redirected to a separate page where they can choose their iDEAL issuer (i.e., their bank). On the other hand, selecting the ""Enable"" option will display the issuer selection directly in the checkout. It's important to note that enabling this option will incur additional costs from Buckaroo. For precise cost details, please reach out to <a href=""mailto:wecare@buckaroo.nl"">Buckaroo</a> directly.","Wanneer de ""NEE"" optie is geselecteerd, wordt de selectie van de uitgever voor iDEAL niet weergegeven tijdens het afrekenen. In plaats daarvan worden klanten doorgestuurd naar een aparte pagina waar ze hun iDEAL-uitgever (hun bank) kunnen kiezen. Aan de andere kant zal het selecteren van de ""Inschakelen"" optie de uitgeverselectie direct in het afrekenproces tonen. Het is belangrijk op te merken dat het inschakelen van deze optie extra kosten met zich meebrengt van Buckaroo. Voor nauwkeurige kostendetails kunt u rechtstreeks contact opnemen met <a href=""mailto@buckaroo.nl"">Buckaroo</a>."
"Gateway Settings","Gateway Instellingen"
"iDEAL Collecting (Default)","iDEAL Collecting (standaard)"
"iDEAL Processing","iDEAL Processing"
"Choose whether you have a subscription for iDEAL Collecting (default) or a iDEAL Processing subscription directly to your bank.","Kies of u een Buckaroo abonnement heeft voor iDEAL Processing (standaard) of een iDEAL Collecting abonnement dat rechtstreeks is gekoppeld aan uw bank."
"Show Issuer Selection in the Checkout","Weergeef de bankkeuze in de checkout"
"When the ""NO"" option is selected, the issuer selection for iDEAL will not be displayed in the checkout. Instead, customers will be redirected to a separate page where they can choose their iDEAL issuer (i.e., their bank). On the other hand, selecting the ""Enable"" option will display the issuer selection directly in the checkout. It's important to note that enabling this option will incur additional costs from Buckaroo. For precise cost details, please reach out to <a href=""mailto:wecare@buckaroo.nl"">Buckaroo</a> directly.","Wanneer de optie 'Uitgeschakeld' is geselecteerd, zal de bankkeuze voor iDEAL niet worden weergegeven in de checkout. In plaats daarvan worden klanten doorgestuurd naar een aparte pagina waar ze hun eigen bank kunnen kiezen. Aan de andere kant zal het aanzetten van deze functie de bankkeuze direct in de checkout weergeven. Het is belangrijk om te melden dat het inschakelen van deze optie extra kosten met zich mee zal brengen van Buckaroo. Voor nauwkeurige kostendetails kunt u rechtstreeks contact opnemen met <a href=""mailto:wecare@buckaroo.nl"">Buckaroo</a>."
"Invoice Handling","Factuurafhandeling"
"Create Invoice on Payment","Factuur aanmaken bij een succesvolle betaling"
"Create Invoice on Shipment","Factuur aanmaken bij het verzending"
"Select the moment when the invoice should be created.","Selecteer wanneer de factuur automatisch wordt aangemaakt: bij ontvangst van betaling of bij het aanmaken van een verzending."
"Sort iDEAL banks","Volgorde van de iDEAL issuers"
"Sort PayByBank Banks","Volgorde van de PayByBank issuers"
"Sort Credit-debitcard issuers","Volgorde van de Credit-debitcard issuers"
"Giftcard acquirer","Giftcard acquirer"
"Select your giftcard supplier","Selecteer cadeaukaartleverancier"
"iDIN can be used in different modes, based on when you want iDIN to be required as an additional verification.<br/><strong>Global Mode:</strong> Requires iDIN verification for all products.<br/><strong>Specific Products Mode:</strong> Enables iDIN for selected products via the Magento 2 catalog settings.<br/><strong>Product Categories Mode:</strong> Configures iDIN for specific product categories.","iDIN kan in verschillende modi worden gebruikt, afhankelijk van wanneer u iDIN als extra verificatie wilt vereisen.<br/><strong>Globale modus:</strong> Vereist iDIN-verificatie voor alle producten.<br/><strong>Specifieke productmodus:</strong> Activeert iDIN voor geselecteerde producten via de Magento 2-catalogusinstellingen.<br/><strong>Productcategorieën modus:</strong> Configureert iDIN voor specifieke productcategorieën."
"You have canceled the payment request.","U heeft het betaalverzoek geannuleerd."
"Installed version:","Geïnstalleerde versie:"
"Current Buckaroo version","Huidige Buckaroo versie"
"New version available","Nieuwste beschikbare versie"
"How to update?","Updaten?"
"Supported versions:","Ondersteunde versies:"
"Magento versions","Magento versies"
"PHP versions","PHP versies"
"Documentation:","Documentatie:"
"Magento Documentation","Magento Documentatie"
"Additional plugins:","Additionele plugins:"
"The Second Chance module makes it possible to follow up unpaid orders with one or two reminder emails. This extension to the Buckaroo Payment module ensures a higher conversion rate.","De Second Chance-module maakt het mogelijk om onbetaalde bestellingen op te volgen met een of twee herinneringsmails. Deze uitbreiding op de Buckaroo Payment-module zorgt voor een hogere conversie."
"Improves tracking allocation across various devices and browsers","Verbetert de tracking toewijzing over verschillende apparaten en browsers."
"Buckaroo GraphQL module adds GraphQL to provide an alternative to REST and SOAP web APIs for frontend development.","De Buckaroo GraphQL-module voegt GraphQL toe als een alternatief voor REST- en SOAP-web-API's voor frontend-ontwikkeling."
"We have seamlessly incorporated support for Hyvä Checkout, enhancing your payment experience with Buckaroo while enjoying quicker loading times.","We hebben naadloos ondersteuning voor Hyvä Checkout geïntegreerd, waardoor uw betaalervaring met Buckaroo wordt verbeterd en u kunt genieten van snellere laadtijden."
"Hyvä offers the best performance and user experience, without the cost and overhead of a PWA.","Hyvä biedt de beste prestaties en gebruikerservaring, zonder de kosten en overhead van een PWA."
"No Buckaroo account yet? No problem.","Nog geen Buckaroo-account? Geen probleem."
"Click on the attached button to sign up for a (live) account.","Klik op de bijgevoegde knop om u aan te melden voor een (live) account."
"Get account","Account aanmaken"
"Questions about Buckaroo, Magento 2 or the plugin?","Vragen over Buckaroo, Magento 2 of de plugin?"
"Do not hesitate to contact us via <a href=""%1"">support@buckaroo.nl</a> or call <a href=""%2"">+31 (0)30 711 50 50</a>","Neem gerust contact met ons op via <a href=""%1"">support@buckaroo.nl</a> of bel <a href=""%2"">+31 (0)30 711 50 50</a>"
"Contact us","Contacteer ons"
"Contribute:","Bijdragen:"
"Contribute","Bijdragen"
"Do you see room for improvement? We look forward to your input!","Ziet u ruimte voor verbetering? We kijken uit naar uw input!"
"Via Github you can submit a feature request or submit a pull request yourself with your proposed adjustments.","Via Github kunt u een functieverzoek indienen of zelf een pullverzoek doen met uw voorgestelde aanpassingen."
"General information","Algemene informatie"
"Settings","Instellingen"
"Payment methods","Betaalmethoden"
"Verification methods","Verificatiemethoden"
"The transaction description, shown in the Buckaroo Plaza and visible on bank account of consumers.","Pas de beschrijving van de transactie aan. Deze beschrijving wordt getoond in de Buckaroo Plaza en op de bankafschriften van consumenten."
"Available substitutions: <code>{order_number}</code>, <code>{shop_name}</code>, <code>{product_name}</code>(first product name)","Beschikbare vervangingen: <code>{order_number}</code>, <code>{shop_name}</code>, <code>{product_name}</code>(first product name)"
"Create Refund on Approve for Pending Approval Refunds","Nieuwe terugbetaling aanmaken bij goedkeuring vanuit de Buckaroo Plaza"
"Yes - Create CreditMemo after approve from Plaza <br> No - Create CreditMemo on Request with status ""Pending""","Ja - Maak creditnota aan na goedkeuring vanuit de Buckaroo Plaza <br> Nee - Maak creditnota aan op verzoek met de status ""In behandeling"""
"Refund label","Transactiebeschrijving van terugbetaling"
"The refund description, shown in Buckaroo plaza and visible on bank account of consumers.","Pas de beschrijving van de terugbetaling aan. Deze beschrijving wordt getoond in de Buckaroo Plaza en op de bankafschriften van consumenten."
"Adjust default order statuses","Aanpassen van standaard bestelstatussen"
"Redirect after payment attempt","Doorverwijzen na betalingspoging"
"Redirect to checkout payment section after 'Failure'","Doorsturen naar de betaalsectie van de afrekenpagina na een 'Failure'"
"Payment Fees","Betaalkosten"
"Email settings","E-mailinstellingen"
"Send order confirmation email in sync mode","Verzend orderbevestigingsmail in synchronisatiemodus"
"Helps to prevent order status conflicts between cron based (async) processing of emails and order status handling. Redefines ""General Settings / Asynchronous sending"" setting.","Helpt om conflicten in bestelstatus te voorkomen tussen op tijd gebaseerde (asynchrone) verwerking van e-mails en de verwerking van bestelstatussen. Herdefinieert de instelling ""Algemene instellingen / Asynchroon verzenden""."
"Send a mail after successful payment.","Verstuur een e-mail na succesvolle betaling."
"Decide what Logging Handler used","Bepaal welke Logging Handler wordt gebruikt"
"Debug backtrace logging depth","Diepte van debug backtrace logging"
"Depth for debug backtrace. Default 10","Diepte voor debug-backtrace. Standaard is 10."
"Log retention period","Bewaartermijn voor logs"
"Decide what period will be for log retention","Bepaal welke periode geldt voor de bewaartermijn van logs"
"Miscellaneous","Diversen"
"Create order before transaction","Maak bestelling aan vóór transactie"
"This will create an order before setting up the transaction with Buckaroo.","Dit zal een bestelling aanmaken voordat de transactie met Buckaroo wordt opgezet."
"Client IP detection headers","Headers voor detectie van cliënt-IP"
"Optional HTTP headers what will be taken into account for client IP detection. Comma separated list of multiple values is allowed.","Optionele HTTP-headers die in aanmerking worden genomen voor detectie van cliënt-IP. Komma-gescheiden lijst van meerdere waarden is toegestaan."
"Add customer data to request","Voeg klantgegevens toe aan verzoek"
"When adding custom fields to your transaction request you have to also add them to your Buckaroo Plaza account. Click on read more for additional information about adding this fields to the Plaza.","Bij het toevoegen van aangepaste velden aan uw transactieverzoek moet u deze ook toevoegen aan uw Buckaroo Plaza-account. Klik op "lees meer" voor aanvullende informatie over het toevoegen van deze velden aan de Plaza."
"Keep cart alive","Winkelwagen behouden"
"Optional will restore the cart when consumer use back button","Optioneel zal de winkelwagen herstellen wanneer de consument de terugknop gebruikt."
"Advanced order export for giftcards","Geavanceerde bestelexport voor cadeaukaarten"
"Advanced order export, added used gitcards",Geavanceerde bestelexport, toegevoegde gebruikte cadeaukaarten"
"When adding custom fields to your transaction request you have to also add them to your Buckaroo <a href = ""https://plaza.buckaroo.nl/Configuration/Merchant/CustomFields"" target=""_blank""> Plaza </a> account. Click on <a href=""https://support.buckaroo.nl/categorie%C3%ABn/plugins/magento-2/faq-magento-2/add-custom-fields-to-transaction-requests"" target=""_blank""> read more </a> for additional information about adding this fields to the Plaza.","Wanneer u aangepaste velden toevoegt aan uw transactieverzoek, moet u ze ook toevoegen aan uw Buckaroo <a href=""https://plaza.buckaroo.nl/Configuration/Merchant/CustomFields"" target=""_blank"">Plaza</a> account. Klik op <a href=""https://support.buckaroo.nl/categorie%C3%ABn/plugins/magento-2/faq-magento-2/add-custom-fields-to-transaction-requests"" target=""_blank"">lees meer</a> voor aanvullende informatie over het toevoegen van deze velden aan de Plaza."
"This controls the description which the user sees during checkout.","U kunt ook een extra betaalmethodebeschrijving instellen die onder de naam van de betaalmethode wordt getoond, bijvoorbeeld 'Betaal achteraf'"
"Frontend subtext","Betaalmethode beschrijving"
"Frontend subtext style","Betaalmethode beschrijving lettertype stijl"
"Choose a font style for the subtext.","Kies een lettertypestijl om je beschrijving te laten opvallen, of gebruik de standaardwaarde 'Regular'."
"Frontend subtext color","Lettertypekleur van de betaalmethodebeschrijving"
"Choose a font color for the subtext.","Pas de kleur van de beschrijvingstekst aan om deze beter te laten opvallen."
"Allow customer groups","Klantengroepen toestaan"
"Method visibility","Zichtbaarheid van methode"
"Method specific configuration","Methode-specifieke configuratie"
"Enable or disable Apple Pay buttons","Apple Pay-knoppen inschakelen of uitschakelen"
"Select which buttons you want to be active.","Selecteer welke knoppen u actief wilt hebben."
"Button style","Style van de knoppen"
"What type of button you want to show.",Wat voor type knop wilt u laten zien."
"Button style preview","Voorbeeld van knopstijl"
"Do not ask for billing info in checkout","Geen factuurgegevens vragen tijdens het afrekenen"
"In Apple Pay's popup billing info will not be requested. CustomerCardName will not be passed to gateway in such case.","In de popup van Apple Pay wordt niet om factuurgegevens gevraagd. In dat geval wordt de klantenkaartnaam niet doorgegeven aan de gateway."
"The (Merchant) Guid can be retrieved in Buckaroo Plaza under My Buckaroo > General > Guid.","De (Merchant) Guid kan gevonden worden in de Buckaroo Plaza onder Mijn Buckaroo > Algemeen > Guid."
"Enable or disable credit management.","Credit management in- of uitschakelen."
"Credit Management Steps","Credit Management Stappen"
"Select which payment methods can be used at Transfer.","Selecteer welke betaalmethoden kunnen worden gebruikt bij overboeking."
"Enable or disable client sided payment method behavior.","Client sided betaalmethode gedrag in- of uitschakelen."
"Min order amount B2C (in Base Currency)","Minimale bestelhoeveelheid B2C (in basisvaluta)"
"Minimum order amount allowed for B2C.","Minimale bestelhoeveelheid toegestaan voor B2C."
"Max order amount B2C (in Base Currency)","Maximale bestelhoeveelheid B2C (in basisvaluta)"
"Maximum order amount allowed for B2C.","Maximum order amount allowed for B2C."
"Min order amount B2B (in Base Currency)","Minimale bestelhoeveelheid B2B (in basisvaluta)"
"Minimum order amount allowed for B2B.","Minimale bestelhoeveelheid toegestaan voor B2B."
"Max order amount B2B (in Base Currency)","Max order amount B2B (in Base Currency)"
"Allow customer groups for B2C mode","Klantengroepen toestaan voor B2C"
"Allow customer groups for B2B mode","Klantengroepen toestaan voor B2B"
"Spam Prevention","Spampreventie"
"Number of attempts","Aantal pogingen"
"Consumer notification","Kennisgeving aan consument"
"This controls the description which the user sees during checkout. Please note that the subtext is not supported when the cards are showed separately instead of grouped.","U kunt ook een extra betaalmethodebeschrijving instellen die onder de naam van de betaalmethode wordt getoond, bijvoorbeeld 'Betaal achteraf'."
"Set true to verify the address at American Express. Set false to disable address verification.","Stel Ja in om het adres te verifiëren bij American Express. Stel Nee in om adresverificatie uit te schakelen."
"Set unsecure orders onhold","Zet onveilige bestellingen in de wacht"
"Hold orders which are unsecure.","Houd bestellingen vast die onveilig zijn."
"Seperate","Afzonderlijk"
"Grouped","Gegroepeerd"
"Group Creditcards","Creditcards gegroepeerd"
"Creditcards option to show in checkout","Optie om creditcards weer te geven bij het afrekenen"
"Use selection","Gebruik selectie"
"Display the bank issuers as a select or as a list of radio buttons","Toon de bank issuers als een selectie of als een lijst met radio knoppen."
"Select sort order on credit and debit card.","Selecteer de sorteervolgorde voor credit- en debitcards."
"Select sort order Giftcards.","Selecteer de sorteervolgorde voor cadeaukaarten."
"Giftcard handling","Cadeaukaarten verwerking"
"Select sort order iDEAL Issuers.","Selecteer de sorteervolgorde voor iDEAL banken."
"Create invoice after shipment","Factuur aanmaken na verzending"
"If set to 'No' the order is not invoiced after creating a shipment.","Als ingesteld op 'Nee', wordt de bestelling niet gefactureerd na het maken van een verzending."
"Activate to send an order confirmation e-mail when the order has been successfully placed. Specific for this payment method. This does not automatically mean that the payment has been made (yet).","Activeer om een orderbevestigingsmail te sturen wanneer de bestelling succesvol is geplaatst. Specifiek voor deze betaalmethode. Dit betekent niet automatisch dat de betaling al is gedaan."
"Select sort order PayByBank Issuers.","Selecteer de sorteervolgorde voor de PayByBank banken"
"Enable KBC","KBC inschakelen"
"Enable Klarna","Klarna inschakelen"
"Enable goSettle","goSettle inschakelen"
"Enable MBWay","MBWay inschakelen"
"Enable Multibanco","Multibanco inshakelen"
"Enable PayByBank","PayByBank inschakelen"
"Enable Payconiq","Payconiq inschakelen"
"PayLink payment methods","PayLink betaalmethode"
"Select which payment methods can be used at PayLink.","Selecteer welke betaalmethoden kunnen worden gebruikt bij PayLink."
"Enable or disable Paypal express buttons","Paypal Express-knoppen in- of uitschakelen."
"Paypal Express Configuration","Paypal Express Configuratie"
"Select the PayPal express button style (color)","Selecteer de stijl (kleur) van de PayPal Express-knop"
"Rounded button shape","Afgeronde knopvorm"
"Set the PayPal express button to a rounded shape","Stel de PayPal Express-knop in op een afgeronde vorm."
"Seller protection for unauthorized payment and item not received.","Verkopersbescherming voor ongeautoriseerde betalingen en niet-ontvangen items."
"Seller protection for item not received.","Verkopersbescherming voor niet-ontvangen items."
"Seller protection for unauthorized payment.","Verkopersbescherming voor ongeautoriseerde betalingen."
"Merchant is not protected by Seller Protection.","De handelaar wordt niet beschermd door Verkopersbescherming."
"Visible in","Zichtbaar in"
"Select where the this payment method will be available.","Selecteer waar deze betaalmethode beschikbaar zal zijn."
"Select which payment methods can be used at PayPerEmail.","Selecteer welke betaalmethoden kunnen worden gebruikt bij PayPerEmail."
"B2B mode enabled","B2B-modus ingeschakeld"
"Set this option to "Yes" to enable the B2B mode. B2B mode will set orders directly into "processing" without the need to receive a payment first. This can be used for B2B orders to let companies pay in invoice.","Stel deze optie in op ""Ja"" om de B2B-modus in te schakelen. In de B2B-modus worden bestellingen direct op ""verwerking"" gezet zonder dat er eerst een betaling ontvangen hoeft te worden. Dit kan worden gebruikt voor B2B-bestellingen waarbij bedrijven op factuur kunnen betalen."
"Auto cancelling enabled","Automatisch annuleren ingeschakeld"
"Enables or disables auto cancelling by cron","Schakelt automatisch annuleren via cron in of uit"
"The expiration date for the paylink.","De vervaldatum voor de betaallink."
"Cancel PPE link","Annuleer PPE link"
"Cancel PPE link after order is cancel in Magento","Annuleer de PayPerEmail-link nadat de bestelling is geannuleerd in Magento."
"Enable or disable credit management.<br/><strong>Important:</strong>Orders with enabled Credit Management can only be refunded from the Buckaroo Plaza.","Credit management in- of uitschakelen. <br/><strong>Belangrijk:</strong> Bestellingen met ingeschakeld credit management kunnen alleen worden terugbetaald vanuit de Buckaroo Plaza."
"Unique User-Agent","Unieke User-Agent"
"The payment method will be shown only when the User-Agent matches this configuration value. The payment method will always be shown when this value is empty.","De betaalmethode wordt alleen getoond wanneer de User-Agent overeenkomt met deze configuratiewaarde. De betaalmethode wordt altijd getoond wanneer deze waarde leeg is."
"By default in case of active Point of Sale all other payment methods will be explicitly hidden.","Standaard worden bij actieve point of sale alle andere betaalmethoden expliciet verborgen."
"Riverty payment method","Riverty betaalmethode"
"Select which paymethod must be used at Riverty.","Selecteer welke betaalmethode moet worden gebruikt bij Riverty."
"High VAT tax classes","Hoog btw-tarief classificaties"
"Select which tax classes count as 'high' VAT.","Selecteer welke belastingklassen worden beschouwd als 'hoog' BTW-tarief."
"Middle VAT tax classes","Belastingklassen met een gemiddeld BTW-tarief"
"Select which tax classes count as 'middle' VAT.","Selecteer welke belastingklassen worden beschouwd als 'gemiddeld' BTW-tarief."
"Low VAT tax classes","Belastingklassen met een laag BTW-tarief"
"Select which tax classes count as 'low' VAT.","Selecteer welke belastingklassen worden beschouwd als 'laag' BTW-tarief."
"Zero VAT tax classes","Belastingklassen met een nultarief BTW"
"Select which tax classes count as 'zero' VAT.","Selecteer welke belastingklassen worden beschouwd als 'nul' BTW-tarief."
"No VAT tax classes","Belastingklassen zonder BTW"
"Select which tax classes count as 'no' VAT.","Selecteer welke belastingklassen worden beschouwd als 'geen' BTW."
"Enable Riverty 2","Riverty 2 inschakelen"
"Enable Strong Customer Authentication","Strong Customer Authentication	inschakelen"
"Strong Customer Authentication (also known as SCA) fulfills a set of regulatory requirements, designed to reduce fraud, making online payments more secure while establishing trust with consumers.","Strong Customer Authentication (ook wel bekend als SCA) voldoet aan een reeks wettelijke vereisten die zijn ontworpen om fraude te verminderen, waardoor online betalingen veiliger worden en het vertrouwen van consumenten wordt versterkt."
"Riverty customer type","Klanttype voor Riverty"
"Min order amount for B2B (in Base Currency)","Minimale bestelhoeveelheid voor B2B (in standaard valuta)"
"Max order amount for B2B (in Base Currency)","Maximale bestelhoeveelheid voor B2B (in standaard valuta)"
"Enable iDIN verification","iDIN verificatie inschakelen"
"Buckaroo Hosted Fields Client ID:","Buckaroo Hosted Fields Client ID:"
"Buckaroo Hosted Fields Client Secret:","Buckaroo Hosted Fields Client Secret:"
"Enter your Buckaroo Hosted Fields Client ID, obtainable from the Buckaroo Plaza at → Settings → <a href="https://plaza.buckaroo.nl/Configuration/TokenApi/Applications" target="_blank">Token registration</a>.","Voer hier je Buckaroo Hosted Fields Client ID in, die je kunt verkrijgen vanuit de Buckaroo Plaza bij → Instellingen → <a href="https://plaza.buckaroo.nl/Configuration/TokenApi/Applications" target="_blank">Tokenregistratie</a>."
"Enter your Buckaroo Hosted Fields Client Secret, obtainable from the Buckaroo Plaza at → Settings → <a href="https://plaza.buckaroo.nl/Configuration/TokenApi/Applications" target="_blank">Token registration</a>.","Voer hier je Buckaroo Hosted Fields Client Secret in, die je kunt verkrijgen vanuit de Buckaroo Plaza bij → Instellingen → <a href="https://plaza.buckaroo.nl/Configuration/TokenApi/Applications" target="_blank">Tokenregistratie</a>.""Mar","Mrt"
"May","Mei"
"Oct","Okt"
"Mo","Ma"
"Tu","Di"
"We","Wo"
"Th","Do"
"Fr","Vr"
"Sa","Za"
"Su","Zo"
